country,crop,year,actual_yield,predicted_yield,best_params
Afghanistan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Albania,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Algeria,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Andorra,"Abaca, manila hemp, raw",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Angola,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Argentina,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Armenia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Australia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Austria,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Azerbaijan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bangladesh,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Belarus,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Belgium,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Belize,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Benin,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bhutan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bolivia (Plurinational State of),"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bosnia and Herzegovina,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Botswana,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Brazil,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Brunei Darussalam,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Bulgaria,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Burkina Faso,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Burundi,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Cambodia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Cameroon,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Canada,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Central African Republic,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Chad,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Chile,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
China,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
"China, Taiwan Province of","Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Colombia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Congo [Republic],"Abaca, manila hemp, raw",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Costa Rica,"Abaca, manila hemp, raw",2022,1164.4,1213.2314447704468,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Croatia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Cuba,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Czechia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Côte d'Ivoire,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Democratic People's Republic of Korea,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
DemocraticRepublic of the Congo,"Abaca, manila hemp, raw",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Denmark,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Djibouti,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Dominican Republic,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Ecuador,"Abaca, manila hemp, raw",2022,1305.8,1434.3370999283566,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Egypt,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
El Salvador,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Equatorial Guinea,"Abaca, manila hemp, raw",2022,132.1,222.46549492493213,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Eritrea,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Estonia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Eswatini,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Ethiopia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Finland,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
France,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
French Guiana,"Abaca, manila hemp, raw",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Gabon,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Gambia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Georgia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Germany,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Ghana,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Greece,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Greenland,"Abaca, manila hemp, raw",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Guatemala,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Guinea,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Guinea-Bissau,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Guyana,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Haiti,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Honduras,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Hungary,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Iceland,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
India,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Indonesia,"Abaca, manila hemp, raw",2022,782.0,647.11602746829,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Iran (Isalamic Republic of),"Abaca, manila hemp, raw",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Iraq,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Ireland,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Israel,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Italy,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Japan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Jordan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Kazakhstan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Kenya,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Kosovo,"Abaca, manila hemp, raw",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Kuwait,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Kyrgyzstan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Lao People's Democratic Republic,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Latvia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Lebanon,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Lesotho,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Liberia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Libya,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Lithuania,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Macedonia [FYROM],"Abaca, manila hemp, raw",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Madagascar,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Malawi,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Malaysia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Mali,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Mauritania,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Mexico,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Mongolia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Montenegro,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Morocco,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Mozambique,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Myanmar,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Namibia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Nepal,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Netherlands (Kingdom of the),"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
New Zealand,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Nicaragua,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Niger,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Nigeria,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Norway,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Oman,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Pakistan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Panama,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Papua New Guinea,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Paraguay,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Peru,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Philippines,"Abaca, manila hemp, raw",2022,466.4,477.31188687883076,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Poland,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Portugal,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Qatar,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Republic of Korea,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Republic of Moldova,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Romania,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Russian Federation,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Rwanda,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Saudi Arabia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Senegal,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Serbia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Sierra Leone,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Slovakia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Slovenia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Somalia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
South Africa,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Spain,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Sri Lanka,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Sudan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Suriname,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Sweden,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Switzerland,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Syrian Arab Republic,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Tajikistan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Thailand,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Togo,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Tunisia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Turkmenistan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Türkiye,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Uganda,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Ukraine,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
United Arab Emirates,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
United Kingdom of Great Britain and Northern Ireland,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
United Republic of Tanzania,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
United States of America,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Uruguay,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Uzbekistan,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Venezuela (Bolivarian Republic of),"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Viet Nam,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Western Sahara,"Abaca, manila hemp, raw",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Yemen,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Zambia,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Zimbabwe,"Abaca, manila hemp, raw",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0001}"
Afghanistan,"Agave fibres, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}"
Albania,"Agave fibres, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}"
Algeria,"Agave fibres, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}"
Andorra,"Agave fibres, raw, n.e.c.",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}"
Angola,"Agave fibres, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}"
Argentina,"Agave fibres, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}"
Armenia,"Agave fibres, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}"
Australia,"Agave fibres, raw, n.e.c.",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}"
