country,crop,year,actual_yield,predicted_yield,best_params
Turkmenistan,Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Türkiye,Figs,2022,6113.9,2782.1567462983826,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Uganda,Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Ukraine,Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United Arab Emirates,Figs,2022,9788.3,5748.803133966428,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United Kingdom of Great Britain and Northern Ireland,Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United Republic of Tanzania,Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United States of America,Figs,2022,10483.0,10267.837357562521,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Uruguay,Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Uzbekistan,Figs,2022,33994.0,13679.502829620036,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Venezuela (Bolivarian Republic of),Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Viet Nam,Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Western Sahara,Figs,2022,Unknown,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Yemen,Figs,2022,10133.5,11118.706548411687,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Zambia,Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Zimbabwe,Figs,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Afghanistan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Albania,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Algeria,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Andorra,"Flax, raw or retted",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Angola,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Argentina,"Flax, raw or retted",2022,900.2,485.0502528618177,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Armenia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Australia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Austria,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Azerbaijan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Bangladesh,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Belarus,"Flax, raw or retted",2022,1063.1,168.67468870015983,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Belgium,"Flax, raw or retted",2022,5142.6,5248.708721280237,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Belize,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Benin,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Bhutan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Bolivia (Plurinational State of),"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Bosnia and Herzegovina,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Botswana,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Brazil,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Brunei Darussalam,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Bulgaria,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Burkina Faso,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Burundi,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Cambodia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Cameroon,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Canada,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Central African Republic,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Chad,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Chile,"Flax, raw or retted",2022,1089.0,889.625849642221,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
China,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
"China, Taiwan Province of","Flax, raw or retted",2022,561.1,410.0243486895441,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Colombia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Congo [Republic],"Flax, raw or retted",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Costa Rica,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Croatia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Cuba,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Czechia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Côte d'Ivoire,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Democratic People's Republic of Korea,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
DemocraticRepublic of the Congo,"Flax, raw or retted",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Denmark,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Djibouti,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Dominican Republic,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Ecuador,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Egypt,"Flax, raw or retted",2022,898.0,392.7565251571753,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
El Salvador,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Equatorial Guinea,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Eritrea,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Estonia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Eswatini,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Ethiopia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Finland,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
France,"Flax, raw or retted",2022,5107.0,4662.21520318959,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
French Guiana,"Flax, raw or retted",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Gabon,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Gambia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Georgia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Germany,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Ghana,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Greece,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Greenland,"Flax, raw or retted",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Guatemala,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Guinea,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Guinea-Bissau,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Guyana,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Haiti,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Honduras,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Hungary,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Iceland,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
India,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Indonesia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Iran (Isalamic Republic of),"Flax, raw or retted",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Iraq,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Ireland,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Israel,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Italy,"Flax, raw or retted",2022,1142.9,1441.852789869451,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Japan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Jordan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kazakhstan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kenya,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kosovo,"Flax, raw or retted",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kuwait,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Kyrgyzstan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Lao People's Democratic Republic,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Latvia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Lebanon,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Lesotho,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Liberia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Libya,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Lithuania,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Macedonia [FYROM],"Flax, raw or retted",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Madagascar,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Malawi,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Malaysia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mali,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mauritania,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mexico,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mongolia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Montenegro,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Morocco,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Mozambique,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Myanmar,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Namibia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Nepal,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Netherlands (Kingdom of the),"Flax, raw or retted",2022,5315.8,5751.031078449175,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
New Zealand,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Nicaragua,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Niger,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Nigeria,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Norway,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Oman,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Pakistan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Panama,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Papua New Guinea,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Paraguay,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Peru,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Philippines,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Poland,"Flax, raw or retted",2022,2720.8,825.0940902524758,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Portugal,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Qatar,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Republic of Korea,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Republic of Moldova,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Romania,"Flax, raw or retted",2022,2400.0,6.3744810104253995,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Russian Federation,"Flax, raw or retted",2022,741.7,550.7068904621384,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Rwanda,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Saudi Arabia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Senegal,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Serbia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Sierra Leone,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Slovakia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Slovenia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Somalia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
South Africa,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Spain,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Sri Lanka,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Sudan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Suriname,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Sweden,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Switzerland,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Syrian Arab Republic,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Tajikistan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Thailand,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Togo,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Tunisia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Turkmenistan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Türkiye,"Flax, raw or retted",2022,666.7,78.63745780342511,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Uganda,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Ukraine,"Flax, raw or retted",2022,587.0,218.76155249710672,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United Arab Emirates,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United Kingdom of Great Britain and Northern Ireland,"Flax, raw or retted",2022,1455.6,845.2754750319584,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United Republic of Tanzania,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
United States of America,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Uruguay,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Uzbekistan,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Venezuela (Bolivarian Republic of),"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Viet Nam,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Western Sahara,"Flax, raw or retted",2022,Unknown,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Yemen,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Zambia,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Zimbabwe,"Flax, raw or retted",2022,0.0,0.0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
Afghanistan,Fonio,2022,0.0,0.0,"{'alpha': 0.0005, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0001}"
